Region,Old Region,Division,District,SCHOOL ID,School Name,No. of Sites,No. of Classroom,Scope of Works,Estimated Project Allocation,Site Ownership
Region III,Region III,Gapan City,Gapan North,300829,Cristina David Pascual National High School,1,8,4sty8cl,36000000,TCT / OCT
Region III,Region III,Pampanga,Sto. Tomas,300924,San Matias NHS,1,15,3STY15CL,60000000,TCT / OCT
Region IV-A,Region IV-A,Cavite,Silang II,108126,Lumil Elementary School,1,8,4STY-8CL,35000000,SP
Region IV-A,Region IV-A,Batangas,Lemery,301102,Governor F. Leviste Memorial National High School,1,35,4STY20CL 3STY15CL,0,SP
NCR,NCR,Taguig City and Pateros,Taguig District II,136883,Cipriano P. Sta. Teresa Elementary School,1,16,4STY16CL,84122500,TCT / OCT
NCR,NCR,Manila,Sta. Cruz IV,136452,P. Gomez ES,1,60,10STY 60CL,600000000,TCT / OCT
NCR,NCR,Manila,Tondo IX,136435,Teodoro R. Yangco Elementary School,1,107,12STY 108CL,1080000000,TD
NCR,NCR,Caloocan City,Caloocan North II,305381,Bagong Silang High School,1,24,4STY8CL & 4STY16CL,96000000,TCT / OCT
Region I,Region I,Vigan City,District II,300052,Ilocos Sur National High School,1,16,4STY16CL,44000000,SP
Region I,Region I,Dagupan City,Dagupan City District III,300367,Bonuan Buquig NHS,1,32,4STY16CL         4STY16CL,96000000,TCT / OCT
Region III,Region III,City of San Jose Del Monte,San Jose Del Monte East,107146,Bagong Buhay G Elementary School,1,20,4STY20CL,100000000,TCT / OCT
Region IV-A,Region IV-A,Sto. Tomas City,Sto. Tomas North,107711,San Vicente Elementary School,1,9,3ST 9 CL,35000000,TCT / OCT
Region IV-A,Region IV-A,Cavite,General Mariano Alvarez,107941,San Gabriel II Elementary School,1,116,"4STY-20CL
4STY-20CL
4STY-20CL
4STY-20CL
4STY-20CL
4STY-16CL",470000000,TCT / OCT
Region IV-A,Region IV-A,General Trias City,General Trias II,107967,Tropical Village Elementary School,1,8,4STY8CL,31000000,TCT / OCT
Region IV-A,Region IV-A,Quezon,Lucban,301364,Paaralang Sek. Ng Lukban Integrated(formerly Paaralang Sekundarya ng Lucban),1,10,CONSTRUCTION OF CLASSROOM(S),40000000,SP
MIMAROPA,MIMAROPA,Calapan City,Calapan West,301800,Oriental Mindoro National High School,1,13,"2STY 8CL, 2 STY 4CL, 1STY 1CL",45500000,TCT / OCT
Region V,Region V,Camarines Norte,Daet South,301891,Camarines Norte High School,1,15,3STY15CL for Completion,20600000,TCT / OCT
Region IV-A,Region IV-A,Cavite,Tanza,108168,Maximino V. Pangilinan Elementary School,1,32,"4STY-20CL
4STY-12CL",135000000,TCT / OCT
Region III,Region III,Gapan City,Gapan South,300851,San Roque NHS,1,16,4sty16cl,72000000,DOD
Region IV-A,Region IV-A,Antipolo City,District II-D,109338,Peñafrancia ES Annex,1,8,4 STY8CL,32000000,DOD
Region IV-A,Region IV-A,General Trias City,General Trias II,307802,Andres A. Nocon National High School,1,16,4STY16CL,55000000,DOD
Region V,Region V,Camarines Sur,Camaligan,302052,Camaligan National High School (formerly: Santo Tomas NHS),1,4,2 sty 4,10000000,DOD
NCR,NCR,Quezon City,School District XV,136584,Betty Go Belmonte ES,1,24,4STY24CL,108000000,DOD
NCR,NCR,Taguig City and Pateros,Makati City District I,136698,West Rembo ES,1,20,4STY20CL,320000000,PP
Region I,Region I,La Union,Naguilian,300122,Naguilian National HS,1,32,4STY 8CL,112000000,DOS
Region III,Region III,Bataan,Mariveles,300711,"Mariveles NHS,Poblacion",1,12,4STY12CL,54000000,DOD
Region III,Region III,City of San Jose Del Monte,San Jose Del Monte West,301059,Paradise Farm National High School,1,8,4STY8CL,40000000,DOD
Region IV-A,Region IV-A,Dasmarinas City,Dasmariñas II,107917,Dasmariñas II CS (Dasmariñas BBES B),1,20,4STY20CL,80000000,DOD
Region IV-A,Region IV-A,Dasmarinas City,Dasmariñas II,107919,San Nicolas ES (Dasmariñas BBES D),1,12,"4STY12CL
",48000000,DOD
Region IV-A,Region IV-A,General Trias City,General Trias I,107945,"Gen. Gregorio S. Alona, Sr. Memorial Elementary School",1,12,4STY12CL,47500000,DOD
Region IV-A,Region IV-A,General Trias City,General Trias II,107964,Cecilio M. Saliba Elementary School,1,12,4STY12CL,47500000,DOD
Region IV-A,Region IV-A,Antipolo City,District I-B,109321,Bagong Nayon IV ES,1,8,4 STY8CL,32000000,DOD
Region IV-A,Region IV-A,Rizal,Cainta II,109403,Karangalan Elementary School,1,8,4STY8CL ,34000000,DOD
Region IV-A,Region IV-A,Cavite,Naic II,164007,Molino Elementary School,1,12,4STY-12CL,55000000,DOD
Region IV-A,Region IV-A,General Trias City,General Trias I,164008,Belvedere Elementary School,1,12,4STY12CL,47500000,DOD
Region IV-A,Region IV-A,General Trias City,General Trias II,164017,Sunny Brooke Elementary School,1,20,4STY20CL,64000000,DOD
Region IV-A,Region IV-A,Cavite,Carmona,301177,Carmona National High School,1,20,"4STY-12CL
4STY-8CL",90000000,DOD
Region IV-A,Region IV-A,Dasmarinas City,Dasmariñas I,301179,Emmanuel Resurreccion Congressional Integrated High School,1,8,4STY8CL,32000000,DOD
Region IV-A,Region IV-A,Quezon,San Andres,301306,San Andres NHS ( formerly Camflora NHS),1,21,CONSTRUCTION OF CLASSROOM(S),84000000,DOD
Region IV-A,Region IV-A,Rizal,Rodriguez I (Rodriguez),301443,Wawa National High School,1,8,4STY8CL,36000000,DOD
Region IV-A,Region IV-A,Rizal,San Mateo,301462,Silangan National High School,1,12,4STY12CL,48000000,DOD
Region IV-A,Region IV-A,General Trias City,General Trias I,307822,Luis Y. Ferrer Jr. West National High School,1,8,4STY8CL,31000000,DOD
Region V,Region V,Albay,Tiwi,301853,Naga National High School,1,9,3ST9CL,45000000,DOS
Region V,Region V,Camarines Sur,Goa,301975,Goa National High School,1,12,2 sty 6,30000000,DOD
Region V,Region V,Sorsogon City,Sorsogon East,302279,Sorsogon National High School,1,20,4STY-20CL,100000000,DOD
Region V,Region V,Tabaco City,Tabaco North,302285,Tabaco National High School,1,40,4STY20CL,120000000,DOD
Region II,Region II,Isabela,Gamu,103347,Mabini Elementary School,0,12,2STY6CL,40000000,SP
Region II,Region II,Isabela,Angadanan West,300501,Angadanan High School,0,12,3STY12CL,45000000,TCT / OCT
Region III,Region III,Bulacan,Marilao,104905,Lambakin ES - Annex,1,16,4STY16CL,86674580,TCT / OCT
Region III,Region III,Bulacan,Sta. Maria,105151,Guyong ES,1,20,4STY20CL,103632650,TCT / OCT
Region III,Region III,Zambales,Subic,107019,Sto. Tomas Elementary School,1,12,4STY12CL,66000000,SP
Region III,Region III,Cabanatuan City,Cabanatuan City West District,107115,San Josef ES,1,12,3STY12CL,60000000,TCT / OCT
Region III,Region III,City of San Jose Del Monte,San Jose Del Monte East,107144,Bagong Buhay E Elementary School,1,16,4STY16CL,80000000,TCT / OCT
Region III,Region III,Nueva Ecija,Talugtug,300866,Talugtug National High School,1,10,2STY10CL,40000000,TCT / OCT
Region III,Region III,Tarlac,Sta. Ignacia,300978,Padapada NHS,1,6,2STY6CL,21000000,TCT / OCT
Region IV-A,Region IV-A,Batangas,Calaca,107309,Taklang Anak Elementary School,1,10,0,25000000,SP
Region IV-A,Region IV-A,San Pedro City,San Pedro,108423,Landayan ES,1,8,4 STY 8 CL,40000000,DOD
MIMAROPA,MIMAROPA,Palawan,Bataraza District II,110846,Rio Tuba South Elementary School,1,10,2Sty10CL,38400000,SP
Region V,Region V,Albay,Daraga North,301841,Malabog National High School,1,12,3ST/12CL,60000000,TCT / OCT
Region V,Region V,Camarines Sur,Bula,301947,Bula National High School,1,6,2 sty 6,15000000,TCT / OCT
NCR,NCR,Manila,Sta. Cruz I,136447,E. A. Remigio ES,1,19,7STY 18CL,180000000,TD
NCR,NCR,Manila,Sampaloc V,136465,Juan Luna Elementary School,1,73,11STY 77CL,770000000,TD
NCR,NCR,Manila,Sta. Ana II,136486,F. Amorsolo Elementary School,1,36,9STY 36CL,360000000,TD
Region III,Region III,Bulacan,Marilao,104906,Lias ES,1,20,4STY20CL,103632650,TD
Region III,Region III,Mabalacat City,Mabalacat South,106080,Lakandula ES,1,12,4STY12CL,48000000,TD
Region IV-A,Region IV-A,Dasmarinas City,Dasmariñas II,107916,Burol Elementary School,1,8,4STY8CL,32000000,TD
Region IV-A,Region IV-A,General Trias City,General Trias I,107956,Tejero Elementary School,1,16,4STY16CL,55000000,TD
Region V,Region V,Camarines Sur,Nabua East,112818,Nabua East Central School (Pilot),1,6,2 sty 6,15000000,TD
Region I,Region I,La Union,Balaoan,300106,Castor Z. Concepcion MNHS,1,6,3STY 6CL,18000000,SP
Region I,Region I,Dagupan City,Dagupan City District III,500054,Federico N. Ceralde Integrated School,1,9,3STY9CL,27000000,SP
Region III,Region III,City of San Jose Del Monte,San Jose Del Monte West,107164,Sta. Cruz (BBD) Elementary School,1,12,4STY12CL,60000000,TCT / OCT
Region III,Region III,Bulacan,Bustos,300720,Alexis G. Santos National High School,1,16,4STY16CL,160816000,TCT / OCT
Region III,Region III,Bulacan,Marilao,300740,ASSEMBLYWOMAN FELICITA G. BERNARDINO MEMORIAL TRADE SCHOOL,1,20,4STY20CL,103632650,TCT / OCT
Region III,Region III,Bulacan,Hagonoy West,300754,Ramona S. Trillana HS (Mayor Ramon Trillana Mem. HS (Iba NHS)),1,16,4STY16CL,80408000,TCT / OCT
Region III,Region III,Bulacan,Calumpit,300768,Calumpit NHS (San Marcos NHS),1,20,4STY20CL,96140000,TCT / OCT
Region III,Region III,Bulacan,Pandi,300775,Virginia Ramirez-Cruz National High School,1,8,4STY8CL,40000000,TCT / OCT
Region III,Region III,Tarlac City,Tarlac Central District,300971,Tibag HS,1,12,4STY 12CL,54000000,SP
Region III,Region III,Tarlac City,Tarlac Central District,300988,San Manuel National High School,1,8,4STY 8CL,36000000,TCT / OCT
Region III,Region III,Bataan,Dinalupihan West,306604,Magsaysay NHS,1,16,4STY12CL,54000000,TCT / OCT
Region IV-A,Region IV-A,Cavite,Trece Martirez City,108180,Conchu Elementary School,1,12,4STY-12CL,55000000,TCT / OCT
Region IV-A,Region IV-A,Calamba City,Calamba City East II,109829,Calamba Elementary School,1,12,4 STY 12 CL,54000000,TCT / OCT
MIMAROPA,MIMAROPA,Palawan,South Brooke's Point,110866,Brooke's Point Central School SPED Center,1,15,3sty15CL,46425000,SP
NCR,NCR,Manila,Paco II,136475,Silahis ng Katarungan Special School,1,50,6STY 50CL,500000000,TCT / OCT
NCR,NCR,Manila,Tondo IX,136434,Gen. Vicente Lim Elementary School,1,78,10STY 80CL,800000000,TD
NCR,NCR,Las Piñas City,Las Piñas City I,136777,Las Piñas Elementary School Central,1,6,4STRY4CL and Completion 4STRY4CL,32600000,TD
NCR,NCR,Manila,Tondo X,305291,Tondo High School,1,294,12STY 300CL,3000000000,TD
NCR,NCR,Manila,Tondo IV,305295,Lakan Dula High School,1,85,1 UNIT 10STY 50CL &   1 UNIT 9STY 36CL,860000000,TD
NCR,NCR,Manila,San Andres,305313,I. Villamor High School,1,69,12STY 70CL,700000000,TD
Region III,Region III,Angeles City,West District,107053,Cuayan Elementary School,1,16,4STY16CL,60000000,TD
Region III,Region III,Nueva Ecija,Lupao,300802,Doña Juana Chioco National High School,1,16,4STY16CL,64000000,TCT / OCT
Region IV-A,Region IV-A,Bacoor City,Bacoor II,107880,Gov. P. F. Espiritu Elementary School,1,12,4STY-12CL,42000000,TD
Region IV-A,Region IV-A,Bacoor City,Bacoor II,107886,Molino Elementary School,1,12,4STY-12CL,42000000,TD
Region IV-A,Region IV-A,Cabuyao City,District I,108251,San Isidro ES,1,8,0,34000000,TD
MIMAROPA,MIMAROPA,Palawan,Coron Coastal,110981,Claudio Sandoval Elementary School,1,20,2sty10CL,32000000,TD
Region V,Region V,Camarines Norte,Vinzons,301925,Vinzons Pilot High School,1,15,3STY15CL,119664995.5,TD
